Triangle,Trait,ANumber,Sequence
catalan_aerated,RightSide,A000012,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ]
catalan_aerated,PosHalf  ,A121724,[1 1 5 9 45 97 485 1145 5725 14289 71445 185193 925965 2467137 ]
catalan_aerated,NegHalf  ,A121724,[1 1 5 9 45 97 485 1145 5725 14289 71445 185193 925965 2467137 ]
catalan_aerated,Bin      ,A344500,[1 1 2 7 21 66 216 715 2395 8101 27598 94568 325612 1125632 3904512 ]
catalan_aerated,InvBin   ,A344500,[1 1 2 7 21 66 216 715 2395 8101 27598 94568 325612 1125632 3904512 ]
catalan_aerated,TransSqrs,nothing,[0 1 4 11 28 66 152 339 748 1622 3496 7454 15832 33380 70192 146819 ]
catalan_aerated,TransNat0,A045621,[0 1 2 5 10 22 44 93 186 386 772 1586 3172 6476 12952 26333 52666 ]
catalan_aerated,TransNat1,A000079,[1 2 4 8 16 32 64 128 256 512 1024 2048 4096 8192 16384 32768 65536 ]
catalan_aerated,DiagRow0 ,A000012,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ]
catalan_aerated,DiagRow1 ,A000004,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
catalan_aerated,DiagRow2 ,A000027,[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 ]
catalan_aerated,DiagRow3 ,A000004,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
catalan_aerated,DiagCol0 ,A090192,[1 0 1 0 2 0 5 0 14 0 42 0 132 0 429 0 1430 0 4862 0 16796 0 58786 ]
catalan_aerated,DiagCol1 ,A090192,[1 0 2 0 5 0 14 0 42 0 132 0 429 0 1430 0 4862 0 16796 0 58786 0 ]
catalan_aerated,DiagCol2 ,A000245,[1 0 3 0 9 0 28 0 90 0 297 0 1001 0 3432 0 11934 0 41990 0 149226 0 ]
catalan_aerated,DiagCol3 ,A002057,[1 0 4 0 14 0 48 0 165 0 572 0 2002 0 7072 0 25194 0 90440 0 326876 ]
catalan_aerated,PolyRow0 ,A000012,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ]
catalan_aerated,PolyRow1 ,A001477,[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 ]
catalan_aerated,PolyRow2 ,A002522,[1 2 5 10 17 26 37 50 65 82 101 122 145 170 197 226 257 290 325 362 ]
catalan_aerated,PolyRow3 ,A054602,[0 3 12 33 72 135 228 357 528 747 1020 1353 1752 2223 2772 3405 ]
catalan_aerated,PolyCol0 ,A090192,[1 0 1 0 2 0 5 0 14 0 42 0 132 0 429 0 1430 0 4862 0 16796 0 58786 ]
catalan_aerated,PolyCol1 ,A001405,[1 1 2 3 6 10 20 35 70 126 252 462 924 1716 3432 6435 12870 24310 ]
catalan_aerated,PolyCol2 ,A054341,[1 2 5 12 30 74 185 460 1150 2868 7170 17904 44760 111834 279585 ]
catalan_aerated,PolyCol3 ,A126931,[1 3 10 33 110 366 1220 4065 13550 45162 150540 501786 1672620 ]
catalan_aerated,PolyDiag ,nothing,[1 1 5 33 306 3650 53465 929285 18695950 427313934 10935759042 ]
# catalan_aerated, 51 traits, 42 A-numbers,82%
